name,wiki_title,object_type,mood,tags,fallback_image_url,description,wiki_url,thumbnail_url,image_path,image_url_used,error,has_image,wiki_title_ru,name_en,description_en,wiki_url_en,name_ru,description_ru,wiki_url_ru,object_type_en,object_type_ru
Ring Nebula,Ring Nebula,planetary nebula,"precise, glowing, focused","nebula,planetary,ring,focused,bright",,"The Ring Nebula is a planetary nebula in the northern constellation of Lyra, about mid-way between the prominent stars Beta and Gamma Lyrae. It is also catalogued as Messier 57, M57 and NGC 6720. The nebula was discovered by Charles Messier in 1779. It has an apparent visual magnitude of 8.8, which is too faint to be visible with the naked eye, but it can be readily observed with a small telescope.",https://en.wikipedia.org/wiki/Ring_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Webb_captures_detailed_beauty_of_Ring_Nebula_%28NIRCam_image%29_%28weic2320b%29.jpg/330px-Webb_captures_detailed_beauty_of_Ring_Nebula_%28NIRCam_image%29_%28weic2320b%29.jpg,data/curated_space_objects/images/ring_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Webb_captures_detailed_beauty_of_Ring_Nebula_%28NIRCam_image%29_%28weic2320b%29.jpg/330px-Webb_captures_detailed_beauty_of_Ring_Nebula_%28NIRCam_image%29_%28weic2320b%29.jpg,,True,,Ring Nebula,"The Ring Nebula is a planetary nebula in the northern constellation of Lyra, about mid-way between the prominent stars Beta and Gamma Lyrae. It is also catalogued as Messier 57, M57 and NGC 6720. The nebula was discovered by Charles Messier in 1779. It has an apparent visual magnitude of 8.8, which is too faint to be visible with the naked eye, but it can be readily observed with a small telescope.",https://en.wikipedia.org/wiki/Ring_Nebula,Кольцо Туманности,"Туманность Кольцо — планетарная туманность в северном созвездии Лиры, примерно на полпути между выдающимися звездами Бета и Гамма Лиры. Она также внесена в каталоги как Мессье 57, M57 и NGC 6720. Туманность была открыта Шарлем Мессье в 1779 году. Ее видимая визуальная величина составляет 8,8, что слишком слабо, чтобы быть видимым невооруженным глазом, но ее можно легко наблюдать в небольшой телескоп.",,planetary nebula,планетарная туманность
Carina Nebula,Carina Nebula,nebula,"stormy, huge, radiant","nebula,bright,dramatic,star-forming,huge",,"The Carina Nebula or Eta Carinae Nebula is a large, complex area of bright and dark nebulosity in the constellation Carina, located in the Carina–Sagittarius Arm of the Milky Way galaxy. The nebula is approximately 8,500 light-years (2,600 pc) from Earth.",https://en.wikipedia.org/wiki/Carina_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Carina_Nebula_by_Harel_Boren_%28151851961%2C_modified%29.jpg/330px-Carina_Nebula_by_Harel_Boren_%28151851961%2C_modified%29.jpg,data/curated_space_objects/images/carina_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Carina_Nebula_by_Harel_Boren_%28151851961%2C_modified%29.jpg/330px-Carina_Nebula_by_Harel_Boren_%28151851961%2C_modified%29.jpg,,True,,Carina Nebula,"The Carina Nebula or Eta Carinae Nebula is a large, complex area of bright and dark nebulosity in the constellation Carina, located in the Carina–Sagittarius Arm of the Milky Way galaxy. The nebula is approximately 8,500 light-years (2,600 pc) from Earth.",https://en.wikipedia.org/wiki/Carina_Nebula,Туманность Киля,"Туманность Киля или Туманность Эта Киля — это большая сложная область яркой и темной туманности в созвездии Киля, расположенная в Рукаве Киля-Стрельца галактики Млечный Путь. Туманность находится примерно в 8500 световых годах (2600 пк) от Земли.",,nebula,туманность
Tarantula Nebula,Tarantula Nebula,nebula,"wild, massive, explosive","nebula,star-forming,chaotic,huge,bright",,"The Tarantula Nebula is a large H II region in the Large Magellanic Cloud (LMC), forming its south-east corner.",https://en.wikipedia.org/wiki/Tarantula_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Tarantula_Nebula_by_JWST.jpg/330px-Tarantula_Nebula_by_JWST.jpg,data/curated_space_objects/images/tarantula_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Tarantula_Nebula_by_JWST.jpg/330px-Tarantula_Nebula_by_JWST.jpg,,True,,Tarantula Nebula,"The Tarantula Nebula is a large H II region in the Large Magellanic Cloud (LMC), forming its south-east corner.",https://en.wikipedia.org/wiki/Tarantula_Nebula,Туманность Тарантул,"Туманность Тарантул — это большая область H II в Большом Магеллановом Облаке (БМО), образующая его юго-восточный угол.",,nebula,туманность
Lagoon Nebula,Lagoon Nebula,nebula,"warm, dreamy, glowing","nebula,warm,bright,dreamy,star-forming",,"The Lagoon Nebula is a giant emission nebula with an H II region located in the constellation Sagittarius. Discovered by Giovanni Hodierna in 1654, it is one of only two star-forming nebulae faintly visible to the naked eye from mid-northern latitudes.",https://en.wikipedia.org/wiki/Lagoon_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/VST_images_the_Lagoon_Nebula.jpg/330px-VST_images_the_Lagoon_Nebula.jpg,data/curated_space_objects/images/lagoon_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/VST_images_the_Lagoon_Nebula.jpg/330px-VST_images_the_Lagoon_Nebula.jpg,,True,,Lagoon Nebula,"The Lagoon Nebula is a giant emission nebula with an H II region located in the constellation Sagittarius. Discovered by Giovanni Hodierna in 1654, it is one of only two star-forming nebulae faintly visible to the naked eye from mid-northern latitudes.",https://en.wikipedia.org/wiki/Lagoon_Nebula,Туманность Лагуна,"Туманность Лагуна — гигантская эмиссионная туманность с областью H II, расположенная в созвездии Стрельца. Открытая Джованни Годьерной в 1654 году, это одна из двух туманностей звездообразования, слабо видимых невооруженным глазом из средних северных широт.",,nebula,туманность
Trifid Nebula,Trifid Nebula,nebula,"layered, colorful, complex","nebula,colorful,complex,bright,dust",,"The Trifid Nebula is an H II region in the north-west of Sagittarius in a star-forming region in the Milky Way's Scutum–Centaurus Arm. It was discovered by Charles Messier on June 5, 1764. Its name means 'three-lobe'. The object is an unusual combination of an open cluster of stars, an emission nebula, a reflection nebula, and a dark nebula. Viewed through a small telescope, the Trifid Nebula is a bright and peculiar object, and is thus a perennial favorite of amateur astronomers.",https://en.wikipedia.org/wiki/Trifid_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Trifid_Nebula_%28noirlab2521ah%29.jpg/330px-Trifid_Nebula_%28noirlab2521ah%29.jpg,data/curated_space_objects/images/trifid_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Trifid_Nebula_%28noirlab2521ah%29.jpg/330px-Trifid_Nebula_%28noirlab2521ah%29.jpg,,True,,Trifid Nebula,"The Trifid Nebula is an H II region in the north-west of Sagittarius in a star-forming region in the Milky Way's Scutum–Centaurus Arm. It was discovered by Charles Messier on June 5, 1764. Its name means 'three-lobe'. The object is an unusual combination of an open cluster of stars, an emission nebula, a reflection nebula, and a dark nebula. Viewed through a small telescope, the Trifid Nebula is a bright and peculiar object, and is thus a perennial favorite of amateur astronomers.",https://en.wikipedia.org/wiki/Trifid_Nebula,Трехраздельная туманность,"Трехраздельная туманность — это область H II на северо-западе Стрельца в области звездообразования в рукаве Щита-Центавра Млечного Пути. Он был открыт Шарлем Мессье 5 июня 1764 года. Его название означает «трехлепестковый». Объект представляет собой необычную комбинацию рассеянного скопления звезд, эмиссионной туманности, отражательной туманности и темной туманности. Если смотреть в небольшой телескоп, Трехраздельная туманность представляет собой яркий и своеобразный объект и поэтому является неизменным фаворитом астрономов-любителей.",,nebula,туманность
Rosette Nebula,Rosette Nebula,nebula,"romantic, bright, floral","nebula,floral,bright,soft,romantic",,"The Rosette Nebula is an H II region located near one end of a giant molecular cloud in the Monoceros region of the Milky Way Galaxy. The open cluster NGC 2244 is closely associated with the nebulosity, the stars of the cluster having been formed from the nebula's matter.",https://en.wikipedia.org/wiki/Rosette_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/SHO_Final_with_copyright.jpg/330px-SHO_Final_with_copyright.jpg,data/curated_space_objects/images/rosette_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/SHO_Final_with_copyright.jpg/330px-SHO_Final_with_copyright.jpg,,True,,Rosette Nebula,"The Rosette Nebula is an H II region located near one end of a giant molecular cloud in the Monoceros region of the Milky Way Galaxy. The open cluster NGC 2244 is closely associated with the nebulosity, the stars of the cluster having been formed from the nebula's matter.",https://en.wikipedia.org/wiki/Rosette_Nebula,Розетка Туманность,"Туманность Розетка — это область H II, расположенная недалеко от одного конца гигантского молекулярного облака в области Единорога Галактики Млечный Путь. С туманностью тесно связано рассеянное скопление NGC 2244, звезды скопления образовались из вещества туманности.",,nebula,туманность
Cat's Eye Nebula,Cat's Eye Nebula,planetary nebula,"sharp, hypnotic, strange","nebula,planetary,hypnotic,sharp,mysterious",,"The Cat's Eye Nebula was a planetary nebula in the northern constellation of Draco, discovered by William Herschel on February 15, 1786. It was the first planetary nebula whose spectrum was investigated by the English amateur astronomer William Huggins, demonstrating that planetary nebulae were gaseous and not stellar in nature. Structurally, the object has had high-resolution images by the Hubble Space Telescope revealing knots, jets, bubbles and complex arcs, being illuminated by the central hot planetary nebula nucleus (PNN).
It is a well-studied object that has been observed from radio to X-ray wavelengths. At the centre of the Cat's Eye Nebula is a dying Wolf–Rayet star, the sort of which can be seen in the Webb Telescope's image of WR 124. The Cat's Eye Nebula's central star shines at magnitude +11.4. Hubble Space Telescope images show a sort of dart board pattern of concentric rings emanating outwards from the centre.",https://en.wikipedia.org/wiki/Cat's_Eye_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Looking_at_the_Cat%E2%80%99s_Eye_Nebula_with_Hubble_%28potm2602b%29.jpg/330px-Looking_at_the_Cat%E2%80%99s_Eye_Nebula_with_Hubble_%28potm2602b%29.jpg,data/curated_space_objects/images/cat_s_eye_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Looking_at_the_Cat%E2%80%99s_Eye_Nebula_with_Hubble_%28potm2602b%29.jpg/330px-Looking_at_the_Cat%E2%80%99s_Eye_Nebula_with_Hubble_%28potm2602b%29.jpg,,True,,Cat's Eye Nebula,"The Cat's Eye Nebula was a planetary nebula in the northern constellation of Draco, discovered by William Herschel on February 15, 1786. It was the first planetary nebula whose spectrum was investigated by the English amateur astronomer William Huggins, demonstrating that planetary nebulae were gaseous and not stellar in nature. Structurally, the object has had high-resolution images by the Hubble Space Telescope revealing knots, jets, bubbles and complex arcs, being illuminated by the central hot planetary nebula nucleus (PNN).
It is a well-studied object that has been observed from radio to X-ray wavelengths. At the centre of the Cat's Eye Nebula is a dying Wolf–Rayet star, the sort of which can be seen in the Webb Telescope's image of WR 124. The Cat's Eye Nebula's central star shines at magnitude +11.4. Hubble Space Telescope images show a sort of dart board pattern of concentric rings emanating outwards from the centre.",https://en.wikipedia.org/wiki/Cat's_Eye_Nebula,Туманность Кошачий Глаз,"Туманность Кошачий Глаз — планетарная туманность в северном созвездии Дракона, открытая Уильямом Гершелем 15 февраля 1786 года. Это была первая планетарная туманность, спектр которой исследовал английский астроном-любитель Уильям Хаггинс, продемонстрировав, что планетарные туманности имеют газовую, а не звездную природу. Структурно объект получил изображения с высоким разрешением, полученные космическим телескопом Хаббл, на которых видны узлы, струи, пузыри и сложные дуги, освещенные центральным горячим ядром планетарной туманности (PNN).
Это хорошо изученный объект, который наблюдался в диапазоне от радио до рентгеновского диапазона. В центре туманности Кошачий глаз находится умирающая звезда Вольфа-Райе, подобную которой можно увидеть на изображении WR 124, полученном телескопом Уэбба. Центральная звезда туманности Кошачий глаз сияет со звездной величиной +11,4. На изображениях космического телескопа «Хаббл» видно что-то вроде дартса из концентрических колец, исходящих наружу из центра.",,planetary nebula,планетарная туманность
Omega Nebula,Omega Nebula,nebula,"warm, active, theatrical","nebula,warm,bright,dramatic,star-forming",,"The Omega Nebula is an H II region in the constellation Sagittarius. It was discovered by Philippe Loys de Chéseaux in 1745. Charles Messier catalogued it in 1764. It is by some of the richest starfields of the Milky Way, figuring in the northern two-thirds of Sagittarius. This feature is also known as the Swan Nebula, Checkmark Nebula, Lobster Nebula, and the Horseshoe Nebula, and catalogued as Messier 17 or M17 or NGC 6618.",https://en.wikipedia.org/wiki/Omega_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/VST_image_of_the_spectacular_star-forming_region_Messier_17_%28Omega_Nebula%29.jpg/330px-VST_image_of_the_spectacular_star-forming_region_Messier_17_%28Omega_Nebula%29.jpg,data/curated_space_objects/images/omega_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/VST_image_of_the_spectacular_star-forming_region_Messier_17_%28Omega_Nebula%29.jpg/330px-VST_image_of_the_spectacular_star-forming_region_Messier_17_%28Omega_Nebula%29.jpg,,True,,Omega Nebula,"The Omega Nebula is an H II region in the constellation Sagittarius. It was discovered by Philippe Loys de Chéseaux in 1745. Charles Messier catalogued it in 1764. It is by some of the richest starfields of the Milky Way, figuring in the northern two-thirds of Sagittarius. This feature is also known as the Swan Nebula, Checkmark Nebula, Lobster Nebula, and the Horseshoe Nebula, and catalogued as Messier 17 or M17 or NGC 6618.",https://en.wikipedia.org/wiki/Omega_Nebula,Туманность Омега,"Туманность Омега — это область H II в созвездии Стрельца. Он был открыт Филиппом Луа де Шезо в 1745 году. Шарль Мессье каталогизировал его в 1764 году. Он расположен рядом с одними из самых богатых звездных полей Млечного Пути и находится в северных двух третях Стрельца. Эта особенность также известна как туманность Лебедь, туманность Галочка, туманность Омар и туманность Подкова и занесена в каталог как Мессье 17 или M17 или NGC 6618.",,nebula,туманность
Veil Nebula,Veil Nebula,supernova remnant,"delicate, ghostly, elegant","supernova,delicate,ghostly,elegant,filament",,The Veil Nebula is a cloud of heated and ionized gas and dust in the constellation Cygnus.,https://en.wikipedia.org/wiki/Veil_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Veil_Nebula_-_NGC6960.jpg/330px-Veil_Nebula_-_NGC6960.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,data/curated_space_objects/images/veil_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Veil_Nebula_-_NGC6960.jpg/330px-Veil_Nebula_-_NGC6960.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,True,,Veil Nebula,The Veil Nebula is a cloud of heated and ionized gas and dust in the constellation Cygnus.,https://en.wikipedia.org/wiki/Veil_Nebula,Туманность Вуаль,Туманность Вуаль — это облако нагретого ионизированного газа и пыли в созвездии Лебедя.,,supernova remnant,остаток сверхновой
North America Nebula,North America Nebula,nebula,"large, bright, recognizable","nebula,bright,large,recognizable,warm",,"The North America Nebula is an emission nebula in the constellation Cygnus, close to Deneb in the night sky. It is named because its shape resembles North America.",https://en.wikipedia.org/wiki/North_America_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/NGC_7000_%2B_IC_5070.jpg/330px-NGC_7000_%2B_IC_5070.jpg,data/curated_space_objects/images/north_america_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/NGC_7000_%2B_IC_5070.jpg/330px-NGC_7000_%2B_IC_5070.jpg,,True,,North America Nebula,"The North America Nebula is an emission nebula in the constellation Cygnus, close to Deneb in the night sky. It is named because its shape resembles North America.",https://en.wikipedia.org/wiki/North_America_Nebula,Туманность Северная Америка,"Туманность Северная Америка — эмиссионная туманность в созвездии Лебедя, недалеко от Денеба на ночном небе. Он назван так потому, что его форма напоминает Северную Америку.",,nebula,туманность
Butterfly Nebula,Butterfly Nebula,planetary nebula,"symmetric, fiery, graceful","nebula,planetary,symmetric,fiery,elegant",,"Butterfly Nebula may refer to:Planetary Nebula M2-9
NGC 6302, a bipolar planetary nebula in the constellation Scorpius
NGC 2346
Little Dumbbell Nebula
Sadr Region

",https://en.wikipedia.org/wiki/Butterfly_Nebula,,data/curated_space_objects/images/butterfly_nebula.jpg,,,False,,Butterfly Nebula,"Butterfly Nebula may refer to:Planetary Nebula M2-9
NGC 6302, a bipolar planetary nebula in the constellation Scorpius
NGC 2346
Little Dumbbell Nebula
Sadr Region

",https://en.wikipedia.org/wiki/Butterfly_Nebula,Туманность Бабочка,"Туманность Бабочка может означать: Планетарная туманность M2-9.
NGC 6302 — биполярная планетарная туманность в созвездии Скорпиона.
НГК 2346
Туманность Маленькая Гантель
Садрский регион",,planetary nebula,планетарная туманность
Eskimo Nebula,Eskimo Nebula,planetary nebula,"round, quirky, bright","nebula,planetary,round,quirky,bright",,"The Eskimo Nebula, also known as the Clown Face Nebula, Lion Nebula, or Caldwell 39, is a bipolar double-shell planetary nebula (PN). It was discovered by astronomer William Herschel in 1787. The formation resembles a person's head surrounded by a parka hood. It is surrounded by gas that composed the outer layers of a Sun-like star. The visible inner filaments are ejected by a strong wind of particles from the central star. The outer disk contains unusual, light-year-long filaments.",https://en.wikipedia.org/wiki/Eskimo_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Ngc2392.jpg/330px-Ngc2392.jpg,data/curated_space_objects/images/eskimo_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Ngc2392.jpg/330px-Ngc2392.jpg,,True,,Eskimo Nebula,"The Eskimo Nebula, also known as the Clown Face Nebula, Lion Nebula, or Caldwell 39, is a bipolar double-shell planetary nebula (PN). It was discovered by astronomer William Herschel in 1787. The formation resembles a person's head surrounded by a parka hood. It is surrounded by gas that composed the outer layers of a Sun-like star. The visible inner filaments are ejected by a strong wind of particles from the central star. The outer disk contains unusual, light-year-long filaments.",https://en.wikipedia.org/wiki/Eskimo_Nebula,Эскимосская туманность,"Туманность Эскимос, также известная как Туманность Лицо Клоуна, Туманность Льва или Колдуэлл 39, представляет собой биполярную планетарную туманность с двойной оболочкой (ПН). Его обнаружил астроном Уильям Гершель в 1787 году. Образование напоминает голову человека, окруженную капюшоном парки. Он окружен газом, составляющим внешние слои звезды, подобной Солнцу. Видимые внутренние волокна выбрасываются сильным ветром частиц из центральной звезды. Внешний диск содержит необычные волокна длиной в световой год.",,planetary nebula,планетарная туманность
Dumbbell Nebula,Dumbbell Nebula,planetary nebula,"soft, balanced, glowing","nebula,planetary,soft,balanced,bright",,"The Dumbbell Nebula is a planetary nebula in the constellation Vulpecula, at a distance of about 1360 light-years. It was the first such nebula to be discovered, by Charles Messier in 1764. At its brightness of visual magnitude 7.5 and diameter of about 8 arcminutes, it is easily visible in binoculars and is a popular observing target in amateur telescopes.",https://en.wikipedia.org/wiki/Dumbbell_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Messier_27_%281%29.jpg/330px-Messier_27_%281%29.jpg,data/curated_space_objects/images/dumbbell_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Messier_27_%281%29.jpg/330px-Messier_27_%281%29.jpg,,True,,Dumbbell Nebula,"The Dumbbell Nebula is a planetary nebula in the constellation Vulpecula, at a distance of about 1360 light-years. It was the first such nebula to be discovered, by Charles Messier in 1764. At its brightness of visual magnitude 7.5 and diameter of about 8 arcminutes, it is easily visible in binoculars and is a popular observing target in amateur telescopes.",https://en.wikipedia.org/wiki/Dumbbell_Nebula,Туманность Гантель,"Туманность Гантель — планетарная туманность в созвездии Лисички, находящаяся на расстоянии около 1360 световых лет. Это была первая подобная туманность, открытая Шарлем Мессье в 1764 году. Благодаря яркости визуальной величины 7,5 и диаметру около 8 угловых минут она легко видна в бинокль и является популярной целью наблюдения в любительские телескопы.",,planetary nebula,планетарная туманность
Little Dumbbell Nebula,Little Dumbbell Nebula,planetary nebula,"compact, unusual, glowing","nebula,planetary,compact,quirky,bright",,"The Little Dumbbell Nebula, also known as Messier 76, NGC 650/651, the Barbell Nebula, or the Cork Nebula, is a planetary nebula in the northern constellation of Perseus. It was discovered by Pierre Méchain in 1780 and included in Charles Messier's catalog of comet-like objects as number 76. It was first classified as a planetary nebula in 1918 by the astronomer Heber Doust Curtis. However, others might have previously recognized it as a planetary nebula; for example, William Huggins found its spectrum indicated it was a nebula ; and Isaac Roberts in 1891 suggested that M76 might be similar to the Ring Nebula (M57), as seen instead from the side view.",https://en.wikipedia.org/wiki/Little_Dumbbell_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Little_Dumbbell_Nebula_M76_by_Goran_Nilsson%2C_Wim_van_Berlo_%26_Liverpool_Telescope.jpg/330px-Little_Dumbbell_Nebula_M76_by_Goran_Nilsson%2C_Wim_van_Berlo_%26_Liverpool_Telescope.jpg,data/curated_space_objects/images/little_dumbbell_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Little_Dumbbell_Nebula_M76_by_Goran_Nilsson%2C_Wim_van_Berlo_%26_Liverpool_Telescope.jpg/330px-Little_Dumbbell_Nebula_M76_by_Goran_Nilsson%2C_Wim_van_Berlo_%26_Liverpool_Telescope.jpg,,True,,Little Dumbbell Nebula,"The Little Dumbbell Nebula, also known as Messier 76, NGC 650/651, the Barbell Nebula, or the Cork Nebula, is a planetary nebula in the northern constellation of Perseus. It was discovered by Pierre Méchain in 1780 and included in Charles Messier's catalog of comet-like objects as number 76. It was first classified as a planetary nebula in 1918 by the astronomer Heber Doust Curtis. However, others might have previously recognized it as a planetary nebula; for example, William Huggins found its spectrum indicated it was a nebula ; and Isaac Roberts in 1891 suggested that M76 might be similar to the Ring Nebula (M57), as seen instead from the side view.",https://en.wikipedia.org/wiki/Little_Dumbbell_Nebula,Туманность Маленькая Гантель,"Туманность Маленькая Гантель, также известная как Мессье 76, NGC 650/651, Туманность Штанга или Туманность Корк, — планетарная туманность в северном созвездии Персея. Она была открыта Пьером Мешеном в 1780 году и включена в каталог кометоподобных объектов Шарля Мессье под номером 76. Впервые она была классифицирована как планетарная туманность в 1918 году астрономом Хебером Дустом Кертисом. Однако другие могли ранее признать это планетарной туманностью; например, Уильям Хаггинс обнаружил, что спектр указывает на то, что это туманность; и Исаак Робертс в 1891 году предположил, что M76 может быть похожа на туманность Кольцо (M57), если смотреть сбоку.",,planetary nebula,планетарная туманность
Flame Nebula,Flame Nebula,nebula,"fiery, warm, dramatic","nebula,warm,fiery,dark,dramatic",,"The Flame Nebula, designated as NGC 2024 and Sh2-277, is an emission nebula in the constellation Orion. It is about 1350 light-years away. At that distance, the Flame Nebula lies within the Orion B cloud of the larger Orion Molecular Cloud Complex.",https://en.wikipedia.org/wiki/Flame_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Flame-Nebula.jpg/330px-Flame-Nebula.jpg,data/curated_space_objects/images/flame_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Flame-Nebula.jpg/330px-Flame-Nebula.jpg,,True,,Flame Nebula,"The Flame Nebula, designated as NGC 2024 and Sh2-277, is an emission nebula in the constellation Orion. It is about 1350 light-years away. At that distance, the Flame Nebula lies within the Orion B cloud of the larger Orion Molecular Cloud Complex.",https://en.wikipedia.org/wiki/Flame_Nebula,Пламенная туманность,"Туманность Пламя, обозначаемая как NGC 2024 и Sh2-277, представляет собой эмиссионную туманность в созвездии Ориона. Это около 1350 световых лет от нас. На этом расстоянии туманность Пламя находится внутри облака Ориона B более крупного молекулярного облачного комплекса Ориона.",,nebula,туманность
California Nebula,California Nebula,nebula,"wide, red, relaxed","nebula,red,wide,warm,calm",,The California Nebula is an emission nebula located in the constellation Perseus. Its name comes from its resemblance to the outline of the U.S. State of California in long exposure photographs.,https://en.wikipedia.org/wiki/California_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/NCG1499CalNeb.jpg/330px-NCG1499CalNeb.jpg,data/curated_space_objects/images/california_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/NCG1499CalNeb.jpg/330px-NCG1499CalNeb.jpg,,True,,California Nebula,The California Nebula is an emission nebula located in the constellation Perseus. Its name comes from its resemblance to the outline of the U.S. State of California in long exposure photographs.,https://en.wikipedia.org/wiki/California_Nebula,Калифорнийская туманность,"Туманность Калифорния — эмиссионная туманность, расположенная в созвездии Персея. Его название происходит от сходства с очертаниями американского штата Калифорния на фотографиях с длинной выдержкой.",,nebula,туманность
Cone Nebula,Cone Nebula,nebula,"sharp, dark, focused","nebula,dark,sharp,mysterious,star-forming",,"The Cone Nebula is an H II region in the constellation of Monoceros. It was discovered by William Herschel on December 26, 1785, at which time he designated it H V.27. The nebula is located about 830 parsecs or 2,700 light-years from Earth. The Cone Nebula forms part of the nebulosity surrounding the Christmas Tree Cluster. The designation of NGC 2264 in the New General Catalogue refers to both objects and not the nebula alone.",https://en.wikipedia.org/wiki/Cone_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Cone_Nebula_%28NGC_2264%29_Star-Forming_Pillar_of_Gas_and_Dust.jpg/330px-Cone_Nebula_%28NGC_2264%29_Star-Forming_Pillar_of_Gas_and_Dust.jpg,data/curated_space_objects/images/cone_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Cone_Nebula_%28NGC_2264%29_Star-Forming_Pillar_of_Gas_and_Dust.jpg/330px-Cone_Nebula_%28NGC_2264%29_Star-Forming_Pillar_of_Gas_and_Dust.jpg,,True,,Cone Nebula,"The Cone Nebula is an H II region in the constellation of Monoceros. It was discovered by William Herschel on December 26, 1785, at which time he designated it H V.27. The nebula is located about 830 parsecs or 2,700 light-years from Earth. The Cone Nebula forms part of the nebulosity surrounding the Christmas Tree Cluster. The designation of NGC 2264 in the New General Catalogue refers to both objects and not the nebula alone.",https://en.wikipedia.org/wiki/Cone_Nebula,Туманность Конус,"Туманность Конус — область H II в созвездии Единорога. Он был открыт Уильямом Гершелем 26 декабря 1785 года, тогда он обозначил его H V.27. Туманность расположена примерно в 830 парсеках или 2700 световых годах от Земли. Туманность Конус является частью туманности, окружающей скопление Рождественской елки. Обозначение NGC 2264 в Новом общем каталоге относится к обоим объектам, а не только к туманности.",,nebula,туманность
